word1,color1,word2,color2,corr_resp,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,text_2.started,text_2.stopped,ins_.started,text_4.started,ins_.stopped,text_4.stopped,fixation.started,sti.started,fixation.stopped,sti.stopped,dist.started,dist.stopped,key_resp.started,key_resp.stopped,key_resp.keys,key_resp.corr,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
Orange,red,kesari,red,r,,,,,,,,,2,4,36,8,,,,,,,780.1459990999992,780.6461058000004,780.6461058000004,781.6459782000002,781.6459782000002,783.1461705999991,783.1461705999991,786.1460334999992,None,0,,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Pila,blue,Yellow,orange,o,,,,,,,,,2,5,37,13,,,,,,,786.1460334999992,786.6459670999993,786.6459670999993,787.6461829,787.6461829,789.1460057999993,789.1460057999993,792.1460881000003,None,0,,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Blue,red,Nila,yellow,r,,,,,,,,,2,6,38,6,,,,,,,792.1460881000003,792.6462190999991,792.6462190999991,793.6463330999995,793.6463330999995,795.1461749999999,795.1461749999999,798.1462886999998,None,0,,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Kesari,orange,Orange,blue,b,,,,,,,,,2,7,39,11,,,,,,,798.1462886999998,798.6463005000005,798.6463005000005,799.6465355,799.6465355,801.1462045999997,801.1462045999997,804.1463227000004,None,0,,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Red,orange,Laal,red,o,,,,,,,,,2,8,40,2,,,,,,,804.1463227000004,804.6298009999991,804.6462217000008,805.6463401000001,805.6463401000001,807.1465028000002,807.1298611999991,810.1297565000004,None,0,,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Kesari,orange,Orange,blue,b,,,,,,,,,2,9,41,11,,,,,,,810.1297565000004,810.6463977999992,810.6298568999991,811.646434799999,811.646434799999,813.1464054999997,813.1464054999997,816.1465743999997,None,0,,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Red,orange,Laal,red,o,,,,,,,,,2,10,42,2,,,,,,,816.1465743999997,816.6298241000004,816.6465045000004,817.6300859999992,817.6300859999992,819.129848999999,819.129848999999,822.1300049000001,None,0,,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Yellow,yellow,Pila,blue,y,,,,,,,,,2,11,43,14,,,,,,,822.1300049000001,822.6302183000007,822.6302183000007,823.6300011000003,823.6300011000003,825.1302090999998,825.1302090999998,828.1299930000005,None,0,,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Orange,yellow,Kesari,blue,y,,,,,,,,,2,12,44,10,,,,,,,828.1299930000005,828.6301399000004,828.6301399000004,829.6301982999994,829.6301982999994,831.1304552000001,831.1304552000001,834.1303798000008,None,0,,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Nila,red,Blue,orange,o,,,,,,,,,2,13,45,5,,,,,,,834.1303798000008,834.6303645999997,834.6303645999997,835.6303384999992,835.6303384999992,837.1300418999999,837.1300418999999,840.1302871999997,None,0,,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Blue,red,Nila,yellow,r,,,,,,,,,2,14,46,6,,,,,,,840.1302871999997,840.6304142999998,840.6304142999998,841.6303372000002,841.6303372000002,843.1304086,843.1304086,,r,1,0.9072151999989728,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Laal,blue,Red,yellow,y,,,,,,,,,2,15,47,1,,,,,,,844.0636983999993,844.5637196999996,844.5637196999996,845.5636981999996,845.5636981999996,847.0638485,847.0638485,,y,1,1.2155879999991157,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Pila,orange,Yellow,blue,b,,,,,,,,,3,0,48,15,,,,,,,848.2970079000006,848.7972033999995,848.7972033999995,849.7970965000004,849.7970965000004,851.2970726000003,851.2970726000003,,b,1,0.06810810000024503,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Orange,yellow,Kesari,blue,y,,,,,,,,,3,1,49,10,,,,,,,851.3972606999996,851.8970547999998,851.8970547999998,852.8969911000004,852.8969911000004,854.3973084999998,854.3973084999998,857.3972924999998,None,0,,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Red,red,Laal,orange,r,,,,,,,,,3,2,50,0,,,,,,,857.3972924999998,857.8972642000008,857.8972642000008,858.8974230000003,858.8974230000003,860.3974928000007,860.3974928000007,863.3974622000005,None,0,,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Red,orange,Laal,red,o,,,,,,,,,3,3,51,2,,,,,,,863.3974622000005,863.8975293000003,863.8975293000003,864.8975742000002,864.8975742000002,866.3973779000007,866.3973779000007,869.3975699999992,None,0,,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Pila,orange,Yellow,blue,b,,,,,,,,,3,4,52,15,,,,,,,869.3975699999992,869.8974242000004,869.8974242000004,870.8998307999991,870.8998307999991,872.4143122000005,872.3974696999994,875.3974734000003,None,0,,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
Pila,blue,Yellow,orange,o,,,,,,,,,3,5,53,13,,,,,,,875.3974734000003,875.8976001999999,875.8976001999999,876.8974457999993,876.8974457999993,878.3974349,878.3974349,881.3977773000006,None,0,,387752,001,2022-10-09_15h17.46.272,Stroop Task-Lab in Psychology (Group Project),2022.2.4,60.01359908139606,
,,,,,,,,,,,,,,,,,,,,,,,881.3977773000006,881.8976977999992,881.8976977999992,,,,,,,,,,,,,,,
