word1,color1,word2,color2,corr_resp,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,text_2.started,text_2.stopped,text_4.started,fixation.started,sti.started,fixation.stopped,sti.stopped,dist.started,dist.stopped,key_resp.started,key_resp.keys,key_resp.corr,key_resp.rt,text_3.started,text_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
Pila,orange,Yellow,blue,b,,,,,,,,,3,8,56,15,,,,,,,,466.60846339998534,467.0941361000296,467.11103179998463,468.0938343000016,468.0938343000016,469.5937454000232,470.0929235999938,b,1,0.34424200002104044,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Nila,red,Blue,orange,o,,,,,,,,,3,9,57,5,,,,,,,,470.4715284000267,470.96012960001826,470.9765258000116,471.95965510001406,471.95965510001406,473.459323099989,473.95953039999586,o,1,0.13243619998684153,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Pila,orange,Yellow,blue,b,,,,,,,,,3,10,58,15,,,,,,,,474.1205996000208,474.6089138999814,474.62577430001693,475.6089251000085,475.6089251000085,477.10869830002775,477.60826750000706,b,1,0.41170080000301823,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Nila,red,Blue,orange,o,,,,,,,,,3,11,59,5,,,,,,,,478.05389260000084,478.5411983000231,478.55794420000166,479.5410671000136,479.5410671000136,481.041006000014,481.5402405000059,o,1,0.24865690001752228,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Orange,red,kesari,red,r,,,,,,,,,3,12,60,8,,,,,,,,481.82205750001594,482.3070650000009,482.32378829998197,483.3071380999754,483.3071380999754,484.80645710002864,485.3066624000203,r,1,0.4471025000093505,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Orange,yellow,Kesari,blue,y,,,,,,,,,3,13,61,10,,,,,,,,485.7726533000241,486.2563566999743,486.2728015999892,487.2559119000216,487.2559119000216,488.75571769999806,489.2717014999944,y,1,0.398390999995172,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Kesari,blue,Orange,orange,o,,,,,,,,,3,14,62,9,,,,,,,,489.6886395000038,490.1879878999898,490.1879878999898,491.1878942999756,491.1878942999756,492.68776840000646,493.18741860002046,o,1,0.13325209997128695,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Laal,blue,Red,yellow,y,,,,,,,,,3,15,63,1,,,,,,,,493.33734410000034,493.8372774000163,493.8372774000163,494.83704990003025,494.83704990003025,496.3366343000089,496.8367124000215,y,1,0.41922930005239323,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Red,red,Laal,orange,r,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Laal,blue,Red,yellow,y,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Red,orange,Laal,red,o,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Red,blue,Laal,yellow,b,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Blue,blue,Nila,red,b,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Nila,red,Blue,orange,o,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Blue,red,Nila,yellow,r,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Nila,orange,Blue,yellow,y,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Orange,red,kesari,red,r,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Kesari,blue,Orange,orange,o,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Orange,yellow,Kesari,blue,y,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Kesari,orange,Orange,blue,b,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Yellow,red,Pila,yellow,r,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Pila,blue,Yellow,orange,o,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Yellow,yellow,Pila,blue,y,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Pila,orange,Yellow,blue,b,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Red,red,Laal,orange,r,,,,,,,,,,,,,1,0,16,0,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Laal,blue,Red,yellow,y,,,,,,,,,,,,,1,1,17,1,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Red,orange,Laal,red,o,,,,,,,,,,,,,1,2,18,2,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Red,blue,Laal,yellow,b,,,,,,,,,,,,,1,3,19,3,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Blue,blue,Nila,red,b,,,,,,,,,,,,,1,4,20,4,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Nila,red,Blue,orange,o,,,,,,,,,,,,,1,5,21,5,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Blue,red,Nila,yellow,r,,,,,,,,,,,,,1,6,22,6,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Nila,orange,Blue,yellow,y,,,,,,,,,,,,,1,7,23,7,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Orange,red,kesari,red,r,,,,,,,,,,,,,1,8,24,8,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Kesari,blue,Orange,orange,o,,,,,,,,,,,,,1,9,25,9,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Orange,yellow,Kesari,blue,y,,,,,,,,,,,,,1,10,26,10,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Kesari,orange,Orange,blue,b,,,,,,,,,,,,,1,11,27,11,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Yellow,red,Pila,yellow,r,,,,,,,,,,,,,1,12,28,12,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Pila,blue,Yellow,orange,o,,,,,,,,,,,,,1,13,29,13,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Yellow,yellow,Pila,blue,y,,,,,,,,,,,,,1,14,30,14,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Pila,orange,Yellow,blue,b,,,,,,,,,,,,,1,15,31,15,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Red,red,Laal,orange,r,,,,,,,,,,,,,2,0,32,0,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Laal,blue,Red,yellow,y,,,,,,,,,,,,,2,1,33,1,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Red,orange,Laal,red,o,,,,,,,,,,,,,2,2,34,2,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Red,blue,Laal,yellow,b,,,,,,,,,,,,,2,3,35,3,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Blue,blue,Nila,red,b,,,,,,,,,,,,,2,4,36,4,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Nila,red,Blue,orange,o,,,,,,,,,,,,,2,5,37,5,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Blue,red,Nila,yellow,r,,,,,,,,,,,,,2,6,38,6,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Nila,orange,Blue,yellow,y,,,,,,,,,,,,,2,7,39,7,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Orange,red,kesari,red,r,,,,,,,,,,,,,2,8,40,8,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Kesari,blue,Orange,orange,o,,,,,,,,,,,,,2,9,41,9,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Orange,yellow,Kesari,blue,y,,,,,,,,,,,,,2,10,42,10,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Kesari,orange,Orange,blue,b,,,,,,,,,,,,,2,11,43,11,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Yellow,red,Pila,yellow,r,,,,,,,,,,,,,2,12,44,12,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Pila,blue,Yellow,orange,o,,,,,,,,,,,,,2,13,45,13,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Yellow,yellow,Pila,blue,y,,,,,,,,,,,,,2,14,46,14,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Pila,orange,Yellow,blue,b,,,,,,,,,,,,,2,15,47,15,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Red,red,Laal,orange,r,,,,,,,,,,,,,3,0,48,0,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Laal,blue,Red,yellow,y,,,,,,,,,,,,,3,1,49,1,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Red,orange,Laal,red,o,,,,,,,,,,,,,3,2,50,2,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Red,blue,Laal,yellow,b,,,,,,,,,,,,,3,3,51,3,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Blue,blue,Nila,red,b,,,,,,,,,,,,,3,4,52,4,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Nila,red,Blue,orange,o,,,,,,,,,,,,,3,5,53,5,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Blue,red,Nila,yellow,r,,,,,,,,,,,,,3,6,54,6,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Nila,orange,Blue,yellow,y,,,,,,,,,,,,,3,7,55,7,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Orange,red,kesari,red,r,,,,,,,,,,,,,3,8,56,8,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Kesari,blue,Orange,orange,o,,,,,,,,,,,,,3,9,57,9,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Orange,yellow,Kesari,blue,y,,,,,,,,,,,,,3,10,58,10,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Kesari,orange,Orange,blue,b,,,,,,,,,,,,,3,11,59,11,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Yellow,red,Pila,yellow,r,,,,,,,,,,,,,3,12,60,12,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Pila,blue,Yellow,orange,o,,,,,,,,,,,,,3,13,61,13,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Yellow,yellow,Pila,blue,y,,,,,,,,,,,,,3,14,62,14,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
Pila,orange,Yellow,blue,b,,,,,,,,,,,,,3,15,63,15,,,,,,,,,,,,,,,,783964,001,2022-10-09_13h21.29.713,Stroop Task-Lab in Psychology (Group Project),2022.2.4,59.842506490437756,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497.3477555999998,498.3531842000084,,,,,,,
